team_name_1,team_name_2,timestamp,team_1_adj_pts,team_2_adj_pts,total_adj_pts,team_1_win_percentage,team_2_win_percentage,team_1_actual_points,team_2_actual_points,total_actual_points,moneyline_prediction,actual_winner,moneyline_result,total_o_u_points,o_u_prediction,o_u_result,,
Atlanta,Memphis,2024-03-08 11:14:41,115.904,115.538,231.443,0.511,0.489,99,92,191,Atlanta,Atlanta,Win,215.5,Over,Loss
Miami,Okla City,2024-03-08 11:14:41,112.397,114.223,226.62,0.449,0.551,100,107,207,Okla City,Okla City,Win,223.5,Over,Loss
Houston,Portland,2024-03-08 11:14:41,114.199,113.146,227.345,0.529,0.471,123,107,230,Houston,Houston,Win,218.5,Over,Win
Milwaukee,LA Lakers,2024-03-08 11:14:41,117.693,116.098,233.792,0.545,0.455,122,123,245,Milwaukee,LA Lakers,Loss,232.0,Over,Win
Chicago,LA Clippers,2024-03-09 11:16:56,112.749,113.94,226.69,0.467,0.533,102,112,214,LA Clippers,LA,Loss,222.0,Over,Loss
Brooklyn,Charlotte,2024-03-09 11:16:56,114.771,111.082,225.853,0.603,0.397,99,110,209,Brooklyn,Charlotte,Loss,208.0,Over,Win
Dallas,Detroit,2024-03-09 11:16:56,118.039,113.649,231.688,0.622,0.378,142,124,266,Dallas,Dallas,Win,234.5,Under,Loss
Boston,Phoenix,2024-03-09 11:16:56,115.992,112.872,228.864,0.587,0.413,117,107,224,Boston,Boston,Win,226.0,Over,Loss
San Antonio,Golden State,2024-03-09 11:16:56,114.707,120.063,234.77,0.353,0.647,126,113,239,Golden State,San Antonio,Loss,229.0,Over,Win
Utah,Denver,2024-03-09 11:16:56,114.001,117.005,231.006,0.416,0.584,121,142,263,Denver,Denver,Win,230.0,Over,Win
Toronto,Portland,2024-03-09 11:16:56,115.064,112.607,227.67,0.569,0.431,118,128,246,Toronto,Portland,Loss,226.0,Over,Win
Milwaukee,LA Clippers,2024-03-10 11:19:28,115.937,115.475,231.412,0.513,0.487,124,117,241,Milwaukee,Milwaukee,Win,226.5,Over,Win
New Orleans,Atlanta,2024-03-10 11:19:28,117.604,115.42,233.024,0.561,0.439,116,103,219,New Orleans,New Orleans,Win,223.0,Over,Loss
Houston,Sacramento,2024-03-10 11:19:28,114.86,117.511,232.37,0.425,0.575,112,104,216,Sacramento,Houston,Loss,233.5,Under,Win
Indiana,Orlando,2024-03-10 11:19:28,115.631,115.803,231.433,0.495,0.505,111,97,208,Orlando,Indiana,Loss,225.0,Over,Loss
Washington,Miami,2024-03-10 11:19:29,111.628,114.451,226.08,0.422,0.578,110,108,218,Miami,Washington,Loss,229.0,Under,Win
Brooklyn,Cleveland,2024-03-10 11:19:29,110.005,112.85,222.855,0.421,0.579,120,101,221,Cleveland,Brooklyn,Loss,209.0,Over,Win
Memphis,Okla City,2024-03-10 11:19:29,112.934,115.78,228.714,0.42,0.58,93,124,217,Okla City,Okla City,Win,219.5,Over,Loss
Philadelphia,New York,2024-03-10 11:19:29,112.726,112.697,225.422,0.5,0.5,79,73,152,Philadelphia,Philadelphia,Win,210.5,Over,Loss
Minnesota,LA Lakers,2024-03-10 11:19:29,115.319,113.863,229.182,0.541,0.459,109,120,229,Minnesota,LA Lakers,Loss,222.5,Over,Win
Charlotte,Detroit,2024-03-11 11:18:12,114.325,114.236,228.561,0.502,0.498,97,114,211,Charlotte,Detroit,Loss,215.0,Over,Loss
Phoenix,Cleveland,2024-03-11 11:18:13,111.615,112.874,224.489,0.465,0.535,117,111,228,Cleveland,Phoenix,Loss,221.0,Over,Win
Dallas,Chicago,2024-03-11 11:18:13,114.506,114.209,228.715,0.508,0.492,127,92,219,Dallas,Dallas,Win,233.0,Under,Win
Golden State,San Antonio,2024-03-11 11:18:13,120.039,114.783,234.821,0.645,0.355,112,102,214,Golden State,Golden State,Win,227.0,Over,Loss
Toronto,Denver,2024-03-11 11:18:13,112.117,114.925,227.041,0.421,0.579,119,125,244,Denver,Denver,Win,230.5,Under,Loss
Boston,Portland,2024-03-11 11:18:13,117.721,110.55,228.27,0.694,0.306,121,99,220,Boston,Boston,Win,217.0,Over,Win
Philadelphia,New York,2024-03-12 11:15:16,112.451,112.397,224.848,0.502,0.498,79,106,185,Philadelphia,New York,Loss,208.5,Over,Loss
Indiana,Okla City,2024-03-12 11:15:16,117.124,119.773,236.897,0.426,0.574,121,111,232,Okla City,Indiana,Loss,240.0,Under,Win
Washington,Memphis,2024-03-12 11:15:16,113.249,114.977,228.226,0.452,0.548,97,109,206,Memphis,Memphis,Win,219.5,Over,Loss
Houston,San Antonio,2024-03-12 11:15:16,116.623,114.191,230.814,0.568,0.432,103,101,204,Houston,Houston,Win,222.5,Over,Loss
Boston,Utah,2024-03-12 11:15:16,119.075,113.795,232.869,0.645,0.355,123,107,230,Boston,Boston,Win,232.5,Over,Loss
Minnesota,LA Clippers,2024-03-12 11:15:16,113.599,113.254,226.853,0.509,0.491,118,100,218,Minnesota,Minnesota,Win,215.0,Over,Win
Milwaukee,Sacramento,2024-03-12 11:15:16,118.424,117.335,235.759,0.53,0.47,94,129,223,Milwaukee,Sacramento,Loss,236.0,Under,Win
Brooklyn,Orlando,2024-03-13 11:17:40,111.925,111.996,223.92,0.499,0.501,106,114,220,Orlando,Orlando,Win,205.0,Over,Win
Toronto,Detroit,2024-03-13 11:17:40,116.534,113.062,229.596,0.598,0.402,104,113,217,Toronto,Detroit,Loss,232.0,Under,Win
Chicago,Indiana,2024-03-13 11:17:41,116.202,116.021,232.223,0.505,0.495,132,129,261,Chicago,Chicago,Win,230.5,Over,Win
Denver,Miami,2024-03-13 11:17:41,112.264,110.324,222.588,0.554,0.446,100,88,188,Denver,Denver,Win,214.5,Over,Loss
Charlotte,Memphis,2024-03-13 11:17:41,110.811,114.057,224.867,0.409,0.591,110,98,208,Memphis,Charlotte,Loss,205.5,Over,Win
Cleveland,New Orleans,2024-03-13 11:17:41,112.15,111.69,223.84,0.513,0.487,116,95,211,Cleveland,Cleveland,Win,215.5,Over,Loss
Golden State,Dallas,2024-03-13 11:17:41,117.119,116.675,233.794,0.513,0.487,99,109,208,Golden State,Dallas,Loss,235.0,Under,Win
Atlanta,Portland,2024-03-13 11:17:42,117.82,115.184,233.004,0.574,0.426,102,106,208,Atlanta,Portland,Loss,216.5,Over,Loss
LA Lakers,Sacramento,2024-03-13 11:17:42,117.274,117.841,235.115,0.484,0.516,107,120,227,Sacramento,Sacramento,Win,238.5,Under,Win
Phoenix,Boston,2024-03-14 11:15:38,112.771,115.992,228.763,0.41,0.59,112,127,239,Boston,Boston,Win,227.0,Over,Win
Washington,Houston,2024-03-14 11:15:40,114.621,115.342,229.964,0.479,0.521,119,135,254,Houston,Houston,Win,226.5,Over,Win
Philadelphia,Milwaukee,2024-03-14 11:15:40,115.049,115.042,230.091,0.5,0.5,105,114,219,Philadelphia,Milwaukee,Loss,220.5,Over,Loss
Dallas,Okla City,2024-03-14 11:15:40,115.671,117.389,233.06,0.452,0.548,119,126,245,Okla City,Okla City,Win,236.5,Under,Loss
New York,Portland,2024-03-14 11:15:40,114.912,110.274,225.186,0.628,0.372,105,93,198,New York,New York,Win,206.0,Over,Loss
Phoenix,Charlotte,2024-03-15 11:15:04,116.197,111.179,227.376,0.639,0.361,107,96,203,Phoenix,Phoenix,Win,216.5,Over,Loss
Miami,Detroit,2024-03-15 11:15:04,114.469,110.371,224.84,0.615,0.385,108,95,203,Miami,Miami,Win,213.5,Over,Loss
Orlando,Toronto,2024-03-15 11:15:04,112.885,112.546,225.431,0.509,0.491,113,103,216,Orlando,Orlando,Win,215.5,Over,Win
Denver,San Antonio,2024-03-15 11:15:04,118.231,111.646,229.877,0.68,0.32,117,106,223,Denver,Denver,Win,221.0,Over,Win
Atlanta,Utah,2024-03-15 11:15:04,119.075,118.519,237.594,0.516,0.484,122,124,246,Atlanta,Utah,Loss,222.0,Over,Win
Cleveland,Houston,2024-03-16 11:14:10,114.039,109.932,223.971,0.615,0.385,103,117,220,Cleveland,Houston,Loss,215.0,Over,Win
Brooklyn,Indiana,2024-03-16 11:14:10,116.224,116.253,232.477,0.499,0.501,100,121,221,Indiana,Indiana,Win,228.0,Over,Loss
Charlotte,Philadelphia,2024-03-16 11:14:10,110.218,115.718,225.936,0.349,0.651,98,109,207,Philadelphia,Philadelphia,Win,207.5,Over,Loss
Portland,New Orleans,2024-03-16 11:14:11,111.198,115.873,227.071,0.371,0.629,107,126,233,New Orleans,New Orleans,Win,212.0,Over,Win
Washington,Chicago,2024-03-16 11:14:11,113.224,115.674,228.898,0.431,0.569,98,127,225,Chicago,Chicago,Win,226.0,Over,Loss
Okla City,Memphis,2024-03-16 11:14:11,115.754,112.833,228.588,0.582,0.418,118,112,230,Okla City,Okla City,Win,218.5,Over,Win
Golden State,LA Lakers,2024-03-16 11:14:11,117.297,116.7,233.997,0.516,0.484,128,121,249,Golden State,Golden State,Win,236.0,Under,Loss
Minnesota,Utah,2024-03-16 11:14:11,116.745,114.181,230.926,0.572,0.428,119,100,219,Minnesota,Minnesota,Win,223.5,Over,Loss
New York,Sacramento,2024-03-16 11:14:11,115.378,114.451,229.83,0.526,0.474,98,91,189,New York,New York,Win,219.5,Over,Loss
Phoenix,Milwaukee,2024-03-17 11:18:27,115.375,115.917,231.292,0.485,0.515,129,140,269,Milwaukee,Milwaukee,Win,225.5,Over,Win
Miami,Detroit,2024-03-17 11:18:27,114.395,110.246,224.641,0.615,0.385,104,101,205,Miami,Miami,Win,214.0,Over,Loss
Denver,Dallas,2024-03-17 11:18:27,115.474,113.586,229.06,0.554,0.446,105,107,212,Denver,Dallas,Loss,229.0,Over,Loss
Boston,Washington,2024-03-17 11:18:27,119.0,111.938,230.938,0.692,0.308,130,104,234,Boston,Boston,Win,231.0,Under,Loss
Toronto,Orlando,2024-03-17 11:18:27,112.472,112.86,225.332,0.49,0.51,96,111,207,Orlando,Orlando,Win,215.0,Over,Loss
Brooklyn,San Antonio,2024-03-17 11:18:27,116.655,112.825,229.48,0.607,0.393,115,122,237,Brooklyn,San Antonio,Loss,219.5,Over,Win
Atlanta,LA Clippers,2024-03-17 11:18:27,115.941,117.478,233.419,0.457,0.543,110,93,203,LA Clippers,Atlanta,Loss,223.0,Over,Loss
Cleveland,Indiana,2024-03-18 11:16:20,116.307,113.678,229.985,0.574,0.426,108,103,211,Cleveland,Cleveland,Win,224.5,Over,Loss
Detroit,Boston,2024-03-18 11:16:20,110.699,119.1,229.799,0.276,0.724,94,119,213,Boston,Boston,Win,224.0,Over,Loss
Miami,Philadelphia,2024-03-18 11:16:20,110.446,111.77,222.216,0.463,0.537,91,98,189,Philadelphia,Philadelphia,Win,208.5,Over,Loss
Portland,Chicago,2024-03-18 11:16:20,111.57,114.531,226.101,0.417,0.583,107,110,217,Chicago,Chicago,Win,214.0,Over,Win
Minnesota,Utah,2024-03-18 11:16:20,116.747,114.082,230.829,0.575,0.425,114,104,218,Minnesota,Minnesota,Win,223.0,Over,Loss
New York,Golden State,2024-03-18 11:16:20,114.835,113.869,228.704,0.527,0.473,119,112,231,New York,New York,Win,211.0,Over,Win
Memphis,Sacramento,2024-03-18 11:16:20,114.178,115.804,229.982,0.455,0.545,111,121,232,Sacramento,Sacramento,Win,225.0,Over,Win
Atlanta,LA Lakers,2024-03-18 11:16:20,117.62,118.142,235.762,0.486,0.514,105,136,241,LA Lakers,LA Lakers,Win,226.0,Over,Win
Charlotte,Orlando,2024-03-19 11:16:16,110.192,113.962,224.154,0.395,0.605,92,112,204,Orlando,Orlando,Win,203.0,Over,Win
Houston,Washington,2024-03-19 11:16:16,115.518,114.52,230.039,0.528,0.472,137,114,251,Houston,Houston,Win,228.5,Over,Win
New Orleans,Brooklyn,2024-03-19 11:16:16,114.17,111.925,226.095,0.563,0.437,104,91,195,New Orleans,New Orleans,Win,216.5,Over,Loss
Dallas,San Antonio,2024-03-19 11:16:16,118.949,114.239,233.189,0.63,0.37,113,107,220,Dallas,Dallas,Win,231.5,Over,Loss
Denver,Minnesota,2024-03-19 11:16:16,112.982,112.386,225.368,0.517,0.483,115,112,227,Denver,Denver,Win,212.5,Over,Win
Miami,Cleveland,2024-03-20 11:15:56,108.723,110.738,219.461,0.444,0.556,107,104,211,Cleveland,Miami,Loss,203.0,Over,Win
Indiana,Detroit,2024-03-20 11:15:56,119.375,115.532,234.907,0.607,0.393,122,103,225,Indiana,Indiana,Win,232.5,Over,Loss
Milwaukee,Boston,2024-03-20 11:15:56,114.391,117.238,231.63,0.42,0.58,119,122,241,Boston,Boston,Win,225.5,Over,Win
Sacramento,Toronto,2024-03-20 11:15:56,116.854,115.331,232.185,0.542,0.458,123,89,212,Sacramento,Sacramento,Win,231.5,Over,Loss
Utah,Okla City,2024-03-20 11:15:56,115.969,119.15,235.119,0.411,0.589,107,119,226,Okla City,Okla City,Win,230.5,Over,Loss
Memphis,Golden State,2024-03-20 11:15:56,113.814,115.392,229.206,0.456,0.544,116,137,253,Golden State,Golden State,Win,219.0,Over,Win
Philadelphia,Phoenix,2024-03-20 11:15:57,113.824,113.231,227.056,0.517,0.483,102,115,217,Philadelphia,Phoenix,Loss,220.0,Over,Loss
New Orleans,Orlando,2024-03-21 11:18:06,113.284,111.375,224.659,0.553,0.447,106,121,227,New Orleans,Orlando,Loss,207.5,Over,Win
Sacramento,Washington,2024-03-21 11:18:06,119.225,115.36,234.585,0.608,0.392,102,109,211,Sacramento,Washington,Loss,237.0,Under,Win
Brooklyn,Milwaukee,2024-03-21 11:18:06,113.735,115.888,229.623,0.439,0.561,108,115,223,Milwaukee,Milwaukee,Win,222.5,Over,Win
Chicago,Houston,2024-03-21 11:18:06,113.964,112.375,226.339,0.544,0.456,117,127,244,Chicago,Houston,Loss,218.0,Over,Win
Utah,Dallas,2024-03-21 11:18:06,116.373,117.866,234.239,0.458,0.542,97,113,210,Dallas,Dallas,Win,237.5,Under,Win
New York,Denver,2024-03-21 11:18:06,111.818,112.319,224.137,0.486,0.514,100,113,213,Denver,Denver,Win,208.0,Over,Win
Atlanta,Phoenix,2024-03-21 11:18:06,115.92,117.455,233.375,0.457,0.543,115,128,243,Phoenix,Phoenix,Win,226.5,Over,Win
Boston,Detroit,2024-03-22 11:15:24,119.1,110.574,229.674,0.727,0.273,129,102,231,Boston,Boston,Win,223.0,Over,Win
Okla City,Toronto,2024-03-22 11:15:25,116.83,113.897,230.727,0.582,0.418,123,103,226,Okla City,Okla City,Win,230.5,Over,Loss
Cleveland,Minnesota,2024-03-22 11:15:25,111.673,111.031,222.704,0.518,0.482,91,104,195,Cleveland,Minnesota,Loss,207.5,Over,Loss
Memphis,San Antonio,2024-03-22 11:15:25,116.11,112.75,228.86,0.594,0.406,99,97,196,Memphis,Memphis,Win,217.0,Over,Loss
New Orleans,Miami,2024-03-22 11:15:25,112.06,110.569,222.629,0.541,0.459,111,88,199,New Orleans,New Orleans,Win,206.5,Over,Loss
Indiana,Golden State,2024-03-22 11:15:25,118.067,119.222,237.289,0.467,0.533,123,111,234,Golden State,Indiana,Loss,240.5,Under,Win
Philadelphia,LA Lakers,2024-03-22 11:15:26,115.32,114.04,229.36,0.537,0.463,94,101,195,Philadelphia,LA Lakers,Loss,224.0,Over,Loss
Brooklyn,New York,2024-03-23 11:14:28,110.82,113.025,223.845,0.438,0.562,93,105,198,New York,New York,Win,205.0,Over,Loss
Sacramento,Orlando,2024-03-23 11:14:28,115.161,114.135,229.296,0.529,0.471,109,107,216,Sacramento,Sacramento,Win,216.5,Over,Loss
Charlotte,Atlanta,2024-03-23 11:14:28,114.12,117.772,231.892,0.399,0.601,91,132,223,Atlanta,Atlanta,Win,214.5,Over,Win
Boston,Chicago,2024-03-23 11:14:28,115.757,111.294,227.051,0.624,0.376,124,113,237,Boston,Boston,Win,221.0,Over,Win
Utah,Houston,2024-03-23 11:14:28,116.273,115.697,231.97,0.516,0.484,119,147,266,Utah,Houston,Loss,228.5,Over,Win
Phoenix,San Antonio,2024-03-23 11:14:28,118.289,112.924,231.213,0.648,0.352,131,106,237,Phoenix,Phoenix,Win,228.5,Over,Win
Toronto,Washington,2024-03-23 11:14:28,116.034,114.098,230.133,0.554,0.446,109,112,221,Toronto,Washington,Loss,232.0,Under,Win
Denver,Portland,2024-03-23 11:14:29,115.822,110.575,226.397,0.644,0.356,114,111,225,Denver,Denver,Win,210.5,Over,Win
New Orleans,Detroit,2024-03-24 11:13:51,117.206,111.199,228.405,0.664,0.336,114,101,215,New Orleans,New Orleans,Win,215.5,Over,Loss
Philadelphia,LA Clippers,2024-03-24 11:13:51,113.549,113.132,226.681,0.512,0.488,121,107,228,Philadelphia,Philadelphia,Win,214.5,Over,Win
Cleveland,Miami,2024-03-24 11:13:51,110.614,108.573,219.187,0.558,0.442,84,121,205,Cleveland,Miami,Loss,203.0,Over,Win
Golden State,Minnesota,2024-03-24 11:13:51,114.566,115.417,229.983,0.475,0.525,110,114,224,Minnesota,Minnesota,Win,219.0,Over,Win
Okla City,Milwaukee,2024-03-24 11:13:51,117.262,116.732,233.994,0.515,0.485,93,118,211,Okla City,Milwaukee,Loss,231.0,Over,Loss
Indiana,LA Lakers,2024-03-24 11:13:51,117.839,118.414,236.253,0.484,0.516,145,150,295,LA Lakers,LA Lakers,Win,241.5,Under,Loss
Charlotte,Cleveland,2024-03-25 11:16:23,108.349,114.446,222.795,0.333,0.667,92,115,207,Cleveland,Cleveland,Win,205.5,Over,Win
Boston,Atlanta,2024-03-25 11:16:23,119.225,114.345,233.57,0.635,0.365,118,120,238,Boston,Atlanta,Loss,226.0,Over,Win
Brooklyn,Toronto,2024-03-25 11:16:24,113.215,112.95,226.165,0.507,0.493,96,88,184,Brooklyn,Brooklyn,Win,216.0,Over,Loss
Detroit,New York,2024-03-25 11:16:24,110.224,116.082,226.305,0.34,0.66,99,124,223,New York,New York,Win,208.5,Over,Win
Washington,Chicago,2024-03-25 11:16:24,113.099,115.703,228.802,0.427,0.573,107,105,212,Chicago,Washington,Loss,225.0,Over,Loss
Portland,Houston,2024-03-25 11:16:24,113.097,114.556,227.653,0.459,0.541,92,110,202,Houston,Houston,Win,223.0,Over,Loss
Phoenix,San Antonio,2024-03-25 11:16:24,118.364,112.874,231.239,0.65,0.35,102,104,206,Phoenix,San Antonio,Loss,233.0,Under,Win
Dallas,Utah,2024-03-25 11:16:25,117.915,116.248,234.163,0.546,0.454,115,105,220,Dallas,Dallas,Win,236.0,Under,Win
Memphis,Denver,2024-03-25 11:16:25,110.775,113.845,224.619,0.414,0.586,103,128,231,Denver,Denver,Win,214.5,Over,Win
Philadelphia,Sacramento,2024-03-25 11:16:25,115.59,114.982,230.572,0.517,0.483,96,108,204,Philadelphia,Sacramento,Loss,220.5,Over,Loss
Indiana,LA Clippers,2024-03-25 11:16:25,116.33,117.647,233.977,0.464,0.536,133,116,249,LA Clippers,Indiana,Loss,233.0,Over,Win
Golden State,Miami,2024-03-26 11:16:32,113.481,112.965,226.446,0.514,0.486,113,92,205,Golden State,Golden State,Win,218.5,Over,Loss
LA Lakers,Milwaukee,2024-03-26 11:16:32,116.222,117.619,233.841,0.46,0.54,128,124,252,Milwaukee,LA Lakers,Loss,232.0,Over,Win
Okla City,New Orleans,2024-03-26 11:16:32,115.092,114.875,229.967,0.507,0.493,119,112,231,Okla City,Okla City,Win,223.0,Over,Win
Dallas,Sacramento,2024-03-26 11:16:33,116.7,117.188,233.887,0.487,0.513,132,96,228,Sacramento,Dallas,Loss,234.0,Under,Win
Brooklyn,Washington,2024-03-27 11:15:27,115.218,113.125,228.343,0.559,0.441,122,119,241,Brooklyn,Brooklyn,Win,223.0,Over,Win
Cleveland,Charlotte,2024-03-27 11:15:27,114.447,108.249,222.697,0.669,0.331,111,118,229,Cleveland,Charlotte,Loss,206.5,Over,Win
Golden State,Orlando,2024-03-27 11:15:28,114.75,113.792,228.542,0.527,0.473,101,93,194,Golden State,Golden State,Win,216.5,Over,Loss
Portland,Atlanta,2024-03-27 11:15:28,114.888,117.645,232.533,0.423,0.577,106,120,226,Atlanta,Atlanta,Win,217.0,Over,Win
New York,Toronto,2024-03-27 11:15:28,113.772,111.163,224.935,0.573,0.427,145,101,246,New York,New York,Win,210.5,Over,Win
Indiana,Chicago,2024-03-27 11:15:28,116.147,116.235,232.382,0.497,0.503,99,125,224,Chicago,Chicago,Win,234.5,Under,Win
Detroit,Minnesota,2024-03-27 11:15:28,110.825,116.721,227.546,0.337,0.663,91,106,197,Minnesota,Minnesota,Win,216.0,Over,Loss
Houston,Okla City,2024-03-27 11:15:28,113.569,117.138,230.708,0.401,0.599,132,126,258,Okla City,Houston,Loss,230.5,Over,Win
LA Lakers,Memphis,2024-03-27 11:15:28,114.955,113.717,228.672,0.534,0.466,136,124,260,LA Lakers,LA Lakers,Win,221.5,Over,Win
San Antonio,Utah,2024-03-27 11:15:28,115.873,119.005,234.878,0.412,0.588,118,111,229,Utah,San Antonio,Loss,230.0,Over,Loss
Phoenix,Denver,2024-03-27 11:15:28,112.923,114.096,227.019,0.466,0.534,104,97,201,Denver,Phoenix,Loss,226.5,Over,Loss
Boston,Atlanta,2024-03-28 11:17:00,119.15,114.397,233.547,0.632,0.368,122,123,245,Boston,Atlanta,Loss,227.5,Over,Win
Milwaukee,New Orleans,2024-03-28 11:17:00,115.118,115.25,230.368,0.497,0.503,100,107,207,New Orleans,New Orleans,Win,224.0,Over,Loss
Golden State,Charlotte,2024-03-29 11:18:10,117.524,112.458,229.982,0.64,0.36,115,97,212,Golden State,Golden State,Win,217.0,Over,Loss
Detroit,Washington,2024-03-29 11:18:10,114.649,116.314,230.963,0.454,0.546,96,87,183,Washington,Detroit,Loss,227.5,Over,Loss
LA Lakers,Indiana,2024-03-29 11:18:10,118.715,118.016,236.731,0.519,0.481,90,109,199,LA Lakers,Indiana,Loss,242.5,Under,Win
Chicago,Brooklyn,2024-03-29 11:18:11,112.65,112.149,224.799,0.515,0.485,108,125,233,Chicago,Brooklyn,Loss,216.0,Over,Win
Philadelphia,Cleveland,2024-03-29 11:18:11,110.885,111.499,222.384,0.483,0.517,114,117,231,Cleveland,Cleveland,Win,212.5,Over,Win
New York,San Antonio,2024-03-29 11:18:11,117.133,110.965,228.099,0.668,0.332,126,130,256,New York,San Antonio,Loss,211.5,Over,Win
Portland,Miami,2024-03-29 11:18:11,109.722,112.839,222.562,0.413,0.587,82,142,224,Miami,Miami,Win,209.5,Over,Win
Phoenix,Okla City,2024-03-29 11:18:11,115.075,115.914,230.989,0.476,0.524,103,128,231,Okla City,Okla City,Win,225.5,Over,Win
Minnesota,Denver,2024-03-29 11:18:11,112.26,112.881,225.142,0.483,0.517,111,98,209,Denver,Minnesota,Loss,212.0,Over,Loss
Houston,Utah,2024-03-29 11:18:11,115.924,116.198,232.123,0.492,0.508,101,100,201,Utah,Houston,Loss,229.5,Over,Loss
Dallas,Sacramento,2024-03-29 11:18:11,116.8,117.038,233.837,0.494,0.506,107,103,210,Sacramento,Dallas,Loss,230.0,Over,Loss
Boston,New Orleans,2024-03-30 11:15:35,115.165,112.651,227.816,0.57,0.43,104,92,196,Boston,Boston,Win,223.0,Over,Loss
Memphis,Orlando,2024-03-30 11:15:36,111.175,111.945,223.12,0.478,0.522,88,118,206,Orlando,Orlando,Win,207.0,Over,Loss
Milwaukee,Atlanta,2024-03-30 11:15:36,118.999,117.038,236.038,0.555,0.445,122,113,235,Milwaukee,Milwaukee,Win,225.5,Over,Win
Cleveland,Denver,2024-03-31 11:16:28,111.197,111.347,222.544,0.496,0.504,101,130,231,Denver,Denver,Win,215.5,Over,Win
LA Lakers,Brooklyn,2024-03-31 11:16:28,114.905,114.126,229.031,0.523,0.477,116,104,220,LA Lakers,LA Lakers,Win,226.0,Over,Loss
Miami,Washington,2024-03-31 11:16:28,113.981,111.002,224.983,0.583,0.417,119,107,226,Miami,Miami,Win,218.0,Over,Win
Philadelphia,Toronto,2024-03-31 11:16:28,114.299,111.897,226.196,0.567,0.433,135,120,255,Philadelphia,Philadelphia,Win,218.5,Over,Win
Chicago,Minnesota,2024-03-31 11:16:28,111.622,113.348,224.97,0.451,0.549,109,101,210,Minnesota,Chicago,Loss,213.5,Over,Loss
Dallas,Houston,2024-03-31 11:16:28,115.949,113.867,229.816,0.559,0.441,125,107,232,Dallas,Dallas,Win,230.0,Under,Loss
Golden State,San Antonio,2024-03-31 11:16:28,119.615,114.41,234.025,0.643,0.357,117,113,230,Golden State,Golden State,Win,227.0,Over,Win
Okla City,New York,2024-03-31 11:16:28,114.181,114.048,228.229,0.504,0.496,113,112,225,Okla City,Okla City,Win,215.0,Over,Win
Utah,Sacramento,2024-03-31 11:16:28,116.875,118.95,235.824,0.441,0.559,106,127,233,Sacramento,Sacramento,Win,223.0,Over,Win
Brooklyn,Indiana,2024-04-01 11:17:14,115.826,116.077,231.903,0.493,0.507,111,133,244,Indiana,Indiana,Win,228.5,Over,Win
Boston,Charlotte,2024-04-01 11:17:15,117.947,109.447,227.394,0.727,0.273,118,104,222,Boston,Boston,Win,219.0,Over,Win
Memphis,Detroit,2024-04-01 11:17:15,114.93,111.742,226.673,0.59,0.41,110,108,218,Memphis,Memphis,Win,215.0,Over,Win
Portland,Orlando,2024-04-01 11:17:15,110.724,113.837,224.562,0.413,0.587,103,104,207,Orlando,Orlando,Win,208.0,Over,Loss
Atlanta,Chicago,2024-04-01 11:17:15,115.61,115.849,231.458,0.493,0.507,113,101,214,Chicago,Atlanta,Loss,224.5,Over,Loss
Phoenix,New Orleans,2024-04-01 11:17:15,113.309,113.972,227.282,0.481,0.519,124,111,235,New Orleans,Phoenix,Loss,225.0,Over,Win
LA Lakers,Toronto,2024-04-02 11:16:21,115.945,114.56,230.505,0.54,0.46,128,111,239,LA Lakers,LA Lakers,Win,231.0,Under,Loss
Milwaukee,Washington,2024-04-02 11:16:21,118.7,114.295,232.995,0.623,0.377,113,117,230,Milwaukee,Washington,Loss,229.0,Over,Win
New York,Miami,2024-04-02 11:16:21,111.026,109.6,220.626,0.541,0.459,99,109,208,New York,Miami,Loss,208.0,Over,Tie
Okla City,Philadelphia,2024-04-02 11:16:21,114.936,114.399,229.335,0.516,0.484,105,109,214,Okla City,Philadelphia,Loss,225.5,Over,Loss
Houston,Minnesota,2024-04-02 11:16:21,111.622,114.797,226.419,0.412,0.588,106,113,219,Minnesota,Minnesota,Win,216.0,Over,Win
Cleveland,Utah,2024-04-02 11:16:21,115.541,112.294,227.834,0.591,0.409,129,113,242,Cleveland,Cleveland,Win,215.5,Over,Win
San Antonio,Denver,2024-04-02 11:16:22,111.495,118.009,229.504,0.323,0.677,105,110,215,Denver,Denver,Win,222.5,Over,Loss
Dallas,Golden State,2024-04-02 11:16:22,116.35,116.616,232.966,0.493,0.507,100,104,204,Golden State,Golden State,Win,233.0,Under,Win
Portland,Charlotte,2024-04-03 11:16:07,113.625,112.603,226.228,0.528,0.472,89,86,175,Portland,Portland,Win,212.0,Over,Loss
LA Lakers,Washington,2024-04-03 11:16:08,117.848,114.79,232.637,0.586,0.414,125,120,245,LA Lakers,LA Lakers,Win,235.0,Under,Loss
Detroit,Atlanta,2024-04-03 11:16:08,114.766,118.8,233.566,0.388,0.612,113,121,234,Atlanta,Atlanta,Win,223.0,Over,Win
Okla City,Boston,2024-04-03 11:16:08,114.369,116.782,231.151,0.432,0.568,100,135,235,Boston,Boston,Win,230.5,Over,Win
Indiana,Brooklyn,2024-04-03 11:16:08,116.179,115.777,231.956,0.511,0.489,111,115,226,Indiana,Brooklyn,Loss,230.5,Over,Loss
Memphis,Milwaukee,2024-04-03 11:16:08,113.154,115.791,228.945,0.427,0.573,111,101,212,Milwaukee,Memphis,Loss,222.5,Over,Loss
