team_name_1,team_name_2,timestamp,team_1_adj_pts,team_2_adj_pts,total_adj_pts,team_1_win_percentage,team_2_win_percentage,team_1_actual_points,team_2_actual_points,total_actual_points,moneyline_prediction,actual_winner,moneyline_result,total_o_u_points,o_u_prediction,o_u_result,,
New York,Minnesota,11/20/23 11:16,111.798,111.062,222.86,0.521,0.479,100,117,217,New York,Minnesota,Loss,214,Over,Win,,
Sacramento,New Orleans,11/20/23 11:16,116.328,114.691,231.019,0.547,0.453,93,129,222,Sacramento,New Orleans,Loss,237,Under,Win,,
Houston,Golden State,11/20/23 11:16,112.498,113.936,226.434,0.459,0.541,116,121,237,Golden State,Golden State,Win,221,Over,Win,,
Toronto,Orlando,11/21/23 11:17,111.047,110.725,221.772,0.509,0.491,107,126,233,Toronto,Orlando,Loss,215,Over,Win,,
Cleveland,Philadelphia,11/21/23 11:17,111,112.848,223.848,0.448,0.552,122,119,241,Philadelphia,Cleveland,Loss,220.5,Over,Win,,
Indiana,Atlanta,11/21/23 11:17,119.516,120.343,239.859,0.477,0.523,157,152,309,Atlanta,Indiana,Loss,251,Under,Loss,,
Portland,Phoenix,11/21/23 11:17,110.963,115.325,226.288,0.379,0.621,107,120,227,Phoenix,Phoenix,Win,224.5,Over,Win,,
Utah,LA Lakers,11/21/23 11:17,115.719,117.013,232.731,0.463,0.537,99,131,230,LA Lakers,LA Lakers,Win,235.5,Under,Win,,
Washington,Charlotte,11/22/23 11:17,116.918,115.821,232.739,0.53,0.47,114,117,231,Washington,Charlotte,Loss,242,Under,Win,,
Denver,Orlando,11/22/23 11:17,112.258,110.172,222.43,0.558,0.442,119,124,243,Denver,Orlando,Loss,217.5,Over,Win,,
Miami,Cleveland,11/22/23 11:17,109.35,110.242,219.592,0.475,0.525,129,96,225,Cleveland,Miami,Loss,213,Over,Win,,
Brooklyn,Atlanta,11/22/23 11:17,116.1,116.567,232.667,0.486,0.514,145,147,292,Atlanta,Atlanta,Win,234,Under,Loss,,
Milwaukee,Boston,11/22/23 11:17,113.712,116.398,230.11,0.424,0.576,116,119,235,Boston,Boston,Win,235.5,Under,Win,,
Toronto,Indiana,11/22/23 11:17,117.071,116.78,233.851,0.509,0.491,132,131,263,Toronto,Toronto,Win,237.5,Under,Loss,,
Chicago,Okla City,11/22/23 11:17,111.683,114.819,226.502,0.412,0.588,102,116,218,Okla City,Okla City,Win,224.5,Over,Loss,,
Memphis,Houston,11/22/23 11:17,112.6,111.913,224.513,0.519,0.481,91,111,202,Memphis,Houston,Loss,213.5,Over,Loss,,
Philadelphia,Minnesota,11/22/23 11:17,113.908,112.64,226.548,0.537,0.463,99,112,211,Philadelphia,Minnesota,Loss,219.5,Over,Loss,,
Sacramento,New Orleans,11/22/23 11:17,115.479,115.266,230.745,0.506,0.494,112,117,229,Sacramento,New Orleans,Loss,237.5,Under,Win,,
Golden State,Phoenix,11/22/23 11:17,114.768,115.275,230.043,0.486,0.514,115,123,238,Phoenix,Phoenix,Win,233,Under,Loss,,
Utah,Portland,11/22/23 11:17,115.924,114.142,230.067,0.55,0.45,105,121,226,Utah,Portland,Loss,226,Over,Tie,,
Dallas,LA Lakers,11/22/23 11:17,116.228,115.968,232.196,0.507,0.493,104,101,205,Dallas,Dallas,Win,236,Under,Win,,
Boston,Orlando,11/24/23 11:16,113.856,110.243,224.1,0.6,0.4,96,113,209,Boston,Orlando,Loss,223.5,Over,Loss,,
Phoenix,Memphis,11/24/23 11:16,114.569,112.646,227.216,0.554,0.446,110,89,199,Phoenix,Phoenix,Win,223,Over,Loss,,
Chicago,Toronto,11/24/23 11:16,110.917,111.924,222.841,0.471,0.529,108,121,229,Toronto,Toronto,Win,216.5,Over,Win,,
Miami,New York,11/24/23 11:16,109.472,110.311,219.783,0.476,0.524,98,100,198,New York,New York,Win,211.5,Over,Loss,,
Denver,Houston,11/24/23 11:16,113.319,110.125,223.444,0.589,0.411,86,105,191,Denver,Houston,Loss,216.5,Over,Loss,,
Detroit,Indiana,11/24/23 11:16,116.242,119.723,235.965,0.404,0.596,113,136,249,Indiana,Indiana,Win,247,Under,Loss,,
Washington,Milwaukee,11/24/23 11:16,114.997,118.95,233.947,0.389,0.611,128,131,259,Milwaukee,Milwaukee,Win,247,Under,Loss,,
Sacramento,Minnesota,11/24/23 11:16,114.022,115.417,229.439,0.461,0.539,124,111,235,Minnesota,Sacramento,Loss,229.5,Under,Loss,,
San Antonio,Golden State,11/24/23 11:16,113.332,119.497,232.83,0.332,0.668,112,118,230,Golden State,Golden State,Win,234.5,Under,Win,,
New Orleans,LA Clippers,11/24/23 11:16,112.642,113.35,225.992,0.48,0.52,116,106,222,LA Clippers,New Orleans,Loss,224,Over,Loss,,
Philadelphia,Okla City,11/25/23 11:14,114.816,114.669,229.485,0.504,0.496,127,123,250,Philadelphia,Philadelphia,Win,230.5,Under,Loss,,
Miami,Brooklyn,11/25/23 11:14,111.979,111.065,223.044,0.527,0.473,97,112,209,Miami,Brooklyn,Loss,218.5,Over,Loss,,
Atlanta,Washington,11/25/23 11:14,120.247,117.464,237.711,0.578,0.422,136,108,244,Atlanta,Atlanta,Win,248.5,Under,Win,,
LA Lakers,Cleveland,11/25/23 11:14,111.95,112.392,224.342,0.488,0.512,121,115,236,Cleveland,LA Lakers,Loss,224,Over,Win,,
New Orleans,Utah,11/25/23 11:14,117.109,114.49,231.599,0.573,0.427,100,105,205,New Orleans,Utah,Loss,233.5,Under,Win,,
Dallas,LA Clippers,11/25/23 11:14,114.682,114.862,229.544,0.495,0.505,88,107,195,LA Clippers,LA,Loss,237.5,Under,Win,,
Washington,Detroit,11/27/23 11:17,116.087,114.798,230.884,0.536,0.464,126,107,233,Washington,Washington,Win,234,Under,Win,,
Portland,Indiana,11/27/23 11:17,115.473,118.741,234.214,0.409,0.591,114,110,224,Indiana,Portland,Loss,241,Under,Win,,
LA Lakers,Philadelphia,11/27/23 11:17,113.039,115.167,228.206,0.44,0.56,94,138,232,Philadelphia,Philadelphia,Win,231.5,Under,Loss,,
New Orleans,Utah,11/27/23 11:17,116.563,114.215,230.778,0.566,0.434,112,114,226,New Orleans,Utah,Loss,229.5,Over,Loss,,
Denver,LA Clippers,11/27/23 11:17,112.513,111.541,224.053,0.527,0.473,113,104,217,Denver,Denver,Win,219,Over,Loss,,
Milwaukee,Miami,11/28/23 11:16,113.433,112.532,225.965,0.526,0.474,131,124,255,Milwaukee,Milwaukee,Win,225.5,Over,Win,,
Atlanta,Cleveland,11/28/23 11:16,115.085,115.244,230.329,0.495,0.505,105,128,233,Cleveland,Cleveland,Win,236.5,Under,Win,,
Chicago,Boston,11/28/23 11:16,109.425,114.079,223.503,0.371,0.629,97,124,221,Boston,Boston,Win,217,Over,Win,,
Toronto,Brooklyn,11/28/23 11:16,112.849,112.846,225.694,0.501,0.499,103,115,218,Toronto,Brooklyn,Loss,223,Over,Loss,,
Charlotte,New York,11/28/23 11:16,110.608,115.734,226.343,0.358,0.642,91,115,206,New York,New York,Win,221.5,Over,Loss,,
Okla City,Minnesota,11/28/23 11:16,114.613,114.075,228.688,0.514,0.486,103,106,209,Okla City,Minnesota,Loss,227.5,Over,Loss,,
Houston,Dallas,11/28/23 11:16,113.135,114.119,227.254,0.473,0.527,115,121,236,Dallas,Dallas,Win,230.5,Under,Loss,,
Golden State,Sacramento,11/28/23 11:16,116.375,116.568,232.943,0.495,0.505,123,124,247,Sacramento,Sacramento,Win,238.5,Under,Loss,,
LA Lakers,Detroit,11/29/23 11:16,116.057,112.226,228.284,0.607,0.393,133,107,240,LA Lakers,LA Lakers,Win,229.5,Under,Loss,,
Washington,Orlando,11/29/23 11:16,112.658,115.544,228.202,0.419,0.581,120,139,259,Orlando,Orlando,Win,234,Under,Loss,,
Phoenix,Toronto,11/29/23 11:16,113.662,112.4,226.062,0.536,0.464,105,112,217,Phoenix,Toronto,Loss,222.5,Over,Loss,,
Utah,Memphis,11/29/23 11:16,114.57,114.997,229.567,0.489,0.511,91,105,196,Memphis,Memphis,Win,224,Over,Loss,,
Philadelphia,New Orleans,11/29/23 11:16,114.904,112.267,227.172,0.574,0.426,114,124,238,Philadelphia,New Orleans,Loss,227.5,Under,Loss,,
Houston,Denver,11/29/23 11:16,110.15,113.12,223.27,0.416,0.584,124,134,258,Denver,Denver,Win,217,Over,Win,,
Portland,Cleveland,11/30/23 11:16,109.225,113.186,222.411,0.39,0.61,103,95,198,Cleveland,Portland,Loss,220.5,Over,Loss,,
Charlotte,Brooklyn,11/30/23 11:16,112.424,116.641,229.064,0.382,0.618,129,128,257,Brooklyn,Charlotte,Loss,226,Over,Win,,
Detroit,New York,11/30/23 11:16,109.072,115.254,224.326,0.33,0.67,112,118,230,New York,New York,Win,218,Over,Win,,
Indiana,Miami,11/30/23 11:16,115.32,115.837,231.157,0.486,0.514,132,142,274,Miami,Miami,Win,239.5,Under,Loss,,
Atlanta,San Antonio,11/30/23 11:16,121.791,115.729,237.521,0.665,0.335,137,135,272,Atlanta,Atlanta,Win,246,Under,Loss,,
Milwaukee,Chicago,11/30/23 11:16,115.526,112.63,228.156,0.581,0.419,113,120,233,Milwaukee,Chicago,Loss,228,Over,Win,,
LA Lakers,Okla City,11/30/23 11:16,114.149,116.136,230.285,0.444,0.556,110,133,243,Okla City,Okla City,Win,231.5,Under,Loss,,
Utah,Minnesota,11/30/23 11:16,112.88,116.4,229.28,0.401,0.599,90,101,191,Minnesota,Minnesota,Win,221,Over,Loss,,
Washington,Orlando,12/1/23 11:16,112.885,116.125,229.009,0.41,0.59,125,130,255,Orlando,Orlando,Win,238.5,Under,Loss,,
Philadelphia,Boston,12/1/23 11:16,112.801,113.869,226.671,0.47,0.53,119,125,244,Boston,Boston,Win,222.5,Over,Win,,
Memphis,Dallas,12/1/23 11:16,113.445,114.807,228.252,0.462,0.538,108,94,202,Dallas,Memphis,Loss,228.5,Under,Win,,
New York,Toronto,12/1/23 11:16,112,110.284,222.284,0.548,0.452,119,106,225,New York,New York,Win,217.5,Over,Win,,
San Antonio,New Orleans,12/1/23 11:16,112.6,118.651,231.251,0.335,0.665,106,121,227,New Orleans,New Orleans,Win,232.5,Under,Win,,
Denver,Phoenix,12/1/23 11:16,113.72,112.675,226.396,0.53,0.47,119,111,230,Denver,Denver,Win,224,Over,Win,,
New York,Milwaukee,12/1/23 11:16,114.06,113.483,227.544,0.517,0.483,119,106,225,New York,New York,Win,222.5,Over,Win,,
Golden State,LA Clippers,12/2/23 11:15,114.024,114.419,228.443,0.489,0.511,112,113,225,LA Clippers,LA,Loss,229,Under,Win,,
Minnesota,Charlotte,12/2/23 11:15,116.637,111.321,227.958,0.646,0.354,123,117,240,Minnesota,Minnesota,Win,220,Over,Win,,
Orlando,Brooklyn,12/2/23 11:15,113.275,112.817,226.092,0.513,0.487,101,129,230,Orlando,Brooklyn,Loss,227,Under,Loss,,
Cleveland,Detroit,12/2/23 11:15,114.689,109.524,224.213,0.643,0.357,110,101,211,Cleveland,Cleveland,Win,224,Over,Loss,,
Indiana,Miami,12/2/23 11:15,115.708,116.522,232.23,0.477,0.523,144,129,273,Miami,Indiana,Loss,240.5,Under,Loss,,
Atlanta,Milwaukee,12/2/23 11:15,118.3,119.498,237.798,0.466,0.534,121,132,253,Milwaukee,Milwaukee,Win,251,Under,Loss,,
New Orleans,Chicago,12/2/23 11:15,113.171,111.241,224.412,0.555,0.445,118,124,242,New Orleans,Chicago,Loss,220.5,Over,Win,,
Okla City,Dallas,12/2/23 11:15,117.093,114.918,232.012,0.56,0.44,126,120,246,Okla City,Okla City,Win,235,Under,Loss,,
Memphis,Phoenix,12/2/23 11:15,111.871,113.617,225.488,0.451,0.549,109,116,225,Phoenix,Phoenix,Win,220.5,Over,Win,,
Portland,Utah,12/2/23 11:15,113.605,114.45,228.055,0.477,0.523,113,118,231,Utah,Utah,Win,222,Over,Win,,
Denver,Sacramento,12/2/23 11:15,116.069,114.209,230.278,0.552,0.448,117,123,240,Denver,Sacramento,Loss,230.5,Under,Loss,,
Houston,LA Lakers,12/2/23 11:15,112.807,113.747,226.554,0.473,0.527,97,107,204,LA Lakers,LA Lakers,Win,221.5,Over,Loss,,
New Orleans,Sacramento,12/2/23 11:15,115.689,115.367,231.056,0.509,0.491,118,124,242,New Orleans,Chicago,Loss,233,Under,Loss,,
Boston,Indiana,12/3/23 11:15,119.688,115.656,235.344,0.612,0.388,0,0,0,Boston,Tie,Loss,238.5,Under,Win,,
New Orleans,Sacramento,12/3/23 11:15,115.74,115.593,231.333,0.504,0.496,0,0,0,New Orleans,Tie,Loss,233,Under,Win,,
Boston,Indiana,12/4/23 11:16,119.688,115.656,235.344,0.612,0.388,112,122,234,Boston,Indiana,Loss,241.5,Under,Win,,
New Orleans,Sacramento,12/4/23 11:17,115.74,115.593,231.333,0.504,0.496,127,117,244,New Orleans,New Orleans,Win,236,Under,Loss,,New York,Milwaukee,2023-12-05 11:16:15,114.237,113.653,227.889,0.516,0.484,122,146,268,New York,Milwaukee,Loss,226.5,Over,Win
Phoenix,LA Lakers,2023-12-05 11:16:16,114.7,113.572,228.272,0.531,0.469,103,106,209,Phoenix,LA Lakers,Loss,228.0,Over,Loss
Orlando,Cleveland,2023-12-06 11:16:50,110.832,111.499,222.331,0.481,0.519,111,121,232,Cleveland,Cleveland,Win,222.5,Under,Loss
Memphis,Detroit,2023-12-06 11:16:50,114.592,111.067,225.659,0.597,0.403,116,102,218,Memphis,Memphis,Win,219.0,Over,Loss
Philadelphia,Washington,2023-12-06 11:16:50,118.316,113.287,231.604,0.639,0.361,131,126,257,Philadelphia,Philadelphia,Win,239.0,Under,Loss
Brooklyn,Atlanta,2023-12-06 11:16:51,117.487,116.812,234.3,0.519,0.481,114,113,227,Brooklyn,Brooklyn,Win,242.0,Under,Win
Miami,Toronto,2023-12-06 11:16:51,111.499,111.247,222.747,0.507,0.493,112,103,215,Miami,Miami,Win,219.5,Over,Loss
San Antonio,Minnesota,2023-12-06 11:16:51,111.447,118.629,230.076,0.306,0.694,94,102,196,Minnesota,Minnesota,Win,227.5,Over,Loss
Charlotte,Chicago,2023-12-06 11:16:51,112.375,114.878,227.253,0.431,0.569,100,111,211,Chicago,Chicago,Win,221.0,Over,Loss
Okla City,Houston,2023-12-06 11:16:51,115.666,112.161,227.827,0.598,0.402,101,110,211,Okla City,Houston,Loss,227.0,Over,Loss
Utah,Dallas,2023-12-06 11:16:51,115.323,117.221,232.543,0.447,0.553,97,147,244,Dallas,Dallas,Win,227.5,Over,Win
Denver,LA Clippers,2023-12-06 11:16:51,113.263,111.992,225.256,0.536,0.464,102,111,213,Denver,LA,Loss,226.0,Under,Win
Portland,Golden State,2023-12-06 11:16:52,112.382,115.546,227.928,0.412,0.588,106,110,216,Golden State,Golden State,Win,225.5,Over,Loss
Indiana,Milwaukee,2023-12-07 11:16:49,119.184,120.992,240.177,0.449,0.551,128,119,247,Milwaukee,Indiana,Loss,255.0,Under,Win
New Orleans,LA Lakers,2023-12-07 11:16:49,114.35,113.623,227.973,0.521,0.479,89,133,222,New Orleans,LA Lakers,Loss,229.5,Under,Win
Atlanta,Philadelphia,2023-12-08 11:16:42,116.122,118.74,234.862,0.427,0.573,114,125,239,Philadelphia,Philadelphia,Win,241.5,Under,Win
Toronto,Charlotte,2023-12-08 11:16:42,115.538,111.975,227.513,0.6,0.4,116,119,235,Toronto,Charlotte,Loss,223.0,Over,Win
Detroit,Orlando,2023-12-08 11:16:42,110.892,115.467,226.359,0.373,0.627,91,123,214,Orlando,Orlando,Win,230.0,Under,Win
New York,Boston,2023-12-08 11:16:42,111.138,113.018,224.156,0.447,0.553,123,133,256,Boston,Boston,Win,220.5,Over,Win
Washington,Brooklyn,2023-12-08 11:16:43,114.145,117.169,231.314,0.416,0.584,97,124,221,Brooklyn,Brooklyn,Win,239.5,Under,Win
Cleveland,Miami,2023-12-08 11:16:43,110.774,109.919,220.693,0.525,0.475,111,99,210,Cleveland,Cleveland,Win,219.0,Over,Loss
Golden State,Okla City,2023-12-08 11:16:43,115.118,116.667,231.785,0.456,0.544,136,138,274,Okla City,Okla City,Win,236.0,Under,Loss
Minnesota,Memphis,2023-12-08 11:16:43,112.922,110.799,223.721,0.56,0.44,127,103,230,Minnesota,Minnesota,Win,214.5,Over,Win
Chicago,San Antonio,2023-12-08 11:16:43,116.477,111.95,228.427,0.625,0.375,121,112,233,Chicago,Chicago,Win,225.5,Over,Win
Sacramento,Phoenix,2023-12-08 11:16:44,115.414,116.09,231.504,0.48,0.52,114,106,220,Phoenix,Sacramento,Loss,235.0,Under,Win
Houston,Denver,2023-12-08 11:16:44,110.575,113.696,224.271,0.412,0.588,114,106,220,Denver,Houston,Loss,219.5,Over,Win
Dallas,Portland,2023-12-08 11:16:44,115.769,112.382,228.151,0.594,0.406,125,112,237,Dallas,Dallas,Win,227.5,Over,Win
Indiana,LA Lakers,2023-12-09 11:15:10,117.946,118.391,236.336,0.487,0.513,109,123,232,LA Lakers,LA Lakers,Win,241.0,Under,Win
Miami,Charlotte,2023-12-10 11:14:46,114.921,111.221,226.142,0.604,0.396,0,0,0,Miami,Tie,Loss,220.5,Over,Loss
Cleveland,Orlando,2023-12-10 11:14:46,111.525,110.728,222.253,0.523,0.477,0,0,0,Cleveland,Tie,Loss,225.5,Under,Win
Indiana,Detroit,2023-12-10 11:14:46,120.112,115.467,235.579,0.628,0.372,0,0,0,Indiana,Tie,Loss,246.5,Under,Win
Washington,Philadelphia,2023-12-10 11:14:47,113.341,118.568,231.909,0.356,0.644,0,0,0,Philadelphia,Tie,Loss,242.5,Under,Win
Denver,Atlanta,2023-12-10 11:14:47,117.363,115.404,232.767,0.555,0.445,0,0,0,Denver,Tie,Loss,238.5,Under,Win
Toronto,New York,2023-12-10 11:14:47,110.996,112.549,223.545,0.456,0.544,0,0,0,New York,Tie,Loss,217.5,Over,Loss
Chicago,Milwaukee,2023-12-10 11:14:47,113.414,115.739,229.153,0.434,0.566,0,0,0,Milwaukee,Tie,Loss,232.5,Under,Win
Dallas,Memphis,2023-12-10 11:14:47,114.752,113.255,228.008,0.542,0.458,0,0,0,Dallas,Tie,Loss,228.5,Under,Win
San Antonio,Houston,2023-12-10 11:14:47,112.274,116.559,228.833,0.381,0.619,0,0,0,Houston,Tie,Loss,224.5,Over,Loss
Minnesota,New Orleans,2023-12-10 11:14:48,113.725,112.11,225.835,0.546,0.454,0,0,0,Minnesota,Tie,Loss,222.5,Over,Loss
Utah,Okla City,2023-12-10 11:14:48,114.275,118.675,232.95,0.377,0.623,0,0,0,Okla City,Tie,Loss,232.5,Over,Loss
Brooklyn,Sacramento,2023-12-10 11:14:48,115.967,115.415,231.382,0.516,0.484,0,0,0,Brooklyn,Tie,Loss,233.5,Under,Win
Portland,LA Clippers,2023-12-10 11:14:48,110.371,114.122,224.493,0.396,0.604,0,0,0,LA Clippers,Tie,Loss,218.5,Over,Loss
Miami,Charlotte,2023-12-10 11:14:46,114.921,111.221,226.142,0.603,0.397,116,114,230,Miami,Miami,Win,222.5,Over,Win
Cleveland,Orlando,2023-12-10 11:14:46,111.525,110.728,222.253,0.522,0.478,94,104,198,Cleveland,Orlando,Loss,225.5,Under,Win
Indiana,Detroit,2023-12-10 11:14:46,120.112,115.467,235.579,0.629,0.371,131,123,254,Indiana,Indiana,Win,248.5,Under,Loss
Washington,Philadelphia,2023-12-10 11:14:47,113.341,118.568,231.909,0.357,0.643,101,146,247,Philadelphia,Philadelphia,Win,244.0,Under,Loss
Denver,Atlanta,2023-12-10 11:14:47,117.363,115.404,232.767,0.555,0.445,129,122,251,Denver,Denver,Win,240.5,Under,Loss
Toronto,New York,2023-12-10 11:14:47,110.996,112.549,223.545,0.457,0.543,130,136,266,New York,New York,Win,221.0,Over,Win
Chicago,Milwaukee,2023-12-10 11:14:47,113.414,115.739,229.153,0.435,0.565,129,133,262,Milwaukee,Milwaukee,Win,233.5,Under,Loss
Dallas,Memphis,2023-12-10 11:14:47,114.752,113.255,228.008,0.543,0.457,120,113,233,Dallas,Dallas,Win,227.0,Over,Win
San Antonio,Houston,2023-12-10 11:14:47,112.274,116.559,228.833,0.381,0.619,82,93,175,Houston,Houston,Win,224.5,Over,Loss
Minnesota,New Orleans,2023-12-10 11:14:48,113.725,112.11,225.835,0.546,0.454,107,121,228,Minnesota,New Orleans,Loss,222.0,Over,Win
Utah,Okla City,2023-12-10 11:14:48,114.275,118.675,232.95,0.377,0.623,120,134,254,Okla City,Okla City,Win,233.0,Under,Loss
Brooklyn,Sacramento,2023-12-10 11:14:48,115.967,115.415,231.382,0.517,0.483,118,131,249,Brooklyn,Sacramento,Loss,234.5,Under,Loss
Portland,LA Clippers,2023-12-10 11:14:48,110.371,114.122,224.493,0.396,0.604,127,132,259,LA Clippers,LA,Loss,220.0,Over,Win
Cleveland,Boston,2023-12-12 11:16:29,110.349,112.642,222.991,0.436,0.564,113,120,233,Boston,Boston,Win,223.5,Under,Loss
LA Lakers,Dallas,2023-12-12 11:16:29,115.1,115.312,230.412,0.494,0.506,125,127,252,Dallas,Dallas,Win,235.5,Under,Loss
Denver,Chicago,2023-12-12 11:16:30,113.619,111.05,224.669,0.572,0.428,114,106,220,Denver,Denver,Win,216.5,Over,Win
Golden State,Phoenix,2023-12-12 11:16:30,114.681,115.123,229.803,0.487,0.513,116,119,235,Phoenix,Phoenix,Win,233.5,Under,Loss
Sacramento,LA Clippers,2023-12-12 11:16:30,115.123,115.561,230.684,0.488,0.512,99,119,218,LA Clippers,LA,Loss,234.0,Under,Win
Philadelphia,Detroit,2023-12-13 11:16:43,118.249,110.57,228.819,0.706,0.294,129,111,240,Philadelphia,Philadelphia,Win,234.0,Under,Loss
New Orleans,Washington,2023-12-13 11:16:44,117.183,113.824,231.007,0.594,0.406,142,122,264,New Orleans,New Orleans,Win,241.0,Under,Loss
Atlanta,Toronto,2023-12-13 11:16:44,116.312,116.354,232.666,0.498,0.502,128,135,263,Toronto,Toronto,Win,240.0,Under,Loss
Charlotte,Miami,2023-12-13 11:16:44,111.271,114.901,226.172,0.398,0.602,104,115,219,Miami,Miami,Win,224.0,Over,Loss
LA Lakers,San Antonio,2023-12-13 11:16:44,118.647,112.542,231.189,0.667,0.333,122,119,241,LA Lakers,LA Lakers,Win,227.5,Over,Win
Memphis,Houston,2023-12-13 11:16:44,111.699,111.367,223.066,0.51,0.49,104,117,221,Memphis,Houston,Loss,213.5,Over,Win
Indiana,Milwaukee,2023-12-13 11:16:45,119.219,120.945,240.164,0.451,0.549,126,140,266,Milwaukee,Milwaukee,Win,258.5,Under,Loss
Brooklyn,Phoenix,2023-12-13 11:16:45,113.67,113.773,227.443,0.498,0.502,116,112,228,Phoenix,Brooklyn,Loss,227.5,Under,Loss
New York,Utah,2023-12-13 11:16:45,116.342,112.386,228.727,0.61,0.39,113,117,230,New York,Utah,Loss,227.0,Over,Win
Cleveland,Boston,2023-12-14 11:17:17,110.424,112.77,223.194,0.434,0.566,107,116,223,Boston,Boston,Win,226.0,Under,Win
Chicago,Miami,2023-12-14 11:17:18,110.549,111.697,222.246,0.468,0.532,124,116,240,Miami,Chicago,Loss,217.0,Over,Win
Minnesota,Dallas,2023-12-14 11:17:18,114.697,113.878,228.575,0.524,0.476,119,101,220,Minnesota,Minnesota,Win,229.0,Under,Win
Brooklyn,Denver,2023-12-14 11:17:18,112.785,113.872,226.656,0.47,0.53,101,124,225,Denver,Denver,Win,228.0,Under,Win
Okla City,Sacramento,2023-12-14 11:17:18,118.123,116.436,234.559,0.547,0.453,123,128,251,Okla City,Sacramento,Loss,243.5,Under,Loss
Utah,Portland,2023-12-14 11:17:18,114.849,114.386,229.234,0.514,0.486,122,114,236,Utah,Utah,Win,228.5,Over,Win
Golden State,LA Clippers,2023-12-14 11:17:18,114.118,114.92,229.038,0.477,0.523,113,121,234,LA Clippers,LA,Loss,231.0,Under,Loss
Detroit,Milwaukee,2023-12-16 11:14:53,112.888,119.548,232.436,0.319,0.681,114,146,260,Milwaukee,Milwaukee,Win,240.5,Under,Loss
Philadelphia,Charlotte,2023-12-16 11:14:53,118.424,111.499,229.924,0.687,0.313,135,82,217,Philadelphia,Philadelphia,Win,234.5,Under,Win
Atlanta,Cleveland,2023-12-16 11:14:53,114.401,115.502,229.903,0.469,0.531,119,127,246,Cleveland,Cleveland,Win,240.5,Under,Loss
Chicago,Miami,2023-12-16 11:14:53,110.824,111.747,222.571,0.474,0.526,116,118,234,Miami,Miami,Win,217.0,Over,Win
Indiana,Minnesota,2023-12-16 11:14:53,116.063,118.296,234.359,0.437,0.563,109,127,236,Minnesota,Minnesota,Win,245.5,Under,Win
Brooklyn,Golden State,2023-12-16 11:14:53,115.197,114.986,230.183,0.506,0.494,120,124,244,Brooklyn,Golden State,Loss,235.0,Under,Loss
Dallas,Portland,2023-12-16 11:14:53,116.173,112.792,228.965,0.594,0.406,131,120,251,Dallas,Dallas,Win,235.0,Under,Loss
Okla City,Denver,2023-12-16 11:14:53,114.753,114.975,229.728,0.494,0.506,118,117,235,Denver,Okla City,Loss,236.5,Under,Win
Utah,Sacramento,2023-12-16 11:14:53,116.016,118.7,234.715,0.425,0.575,104,125,229,Sacramento,Sacramento,Win,240.0,Under,Win
New York,LA Clippers,2023-12-16 11:14:53,112.843,112.515,225.357,0.509,0.491,122,144,266,New York,LA,Loss,228.5,Under,Loss
Orlando,Boston,2023-12-17 11:15:11,111.292,114.543,225.834,0.408,0.592,97,114,211,Boston,Boston,Win,228.0,Under,Win
New Orleans,San Antonio,2023-12-17 11:15:11,118.315,112.548,230.862,0.658,0.342,146,110,256,New Orleans,New Orleans,Win,238.0,Under,Loss
Houston,Milwaukee,2023-12-17 11:15:11,113.279,116.143,229.422,0.419,0.581,119,128,247,Milwaukee,Milwaukee,Win,230.0,Under,Loss
Washington,Phoenix,2023-12-17 11:15:11,114.096,117.536,231.633,0.404,0.596,108,112,220,Phoenix,Phoenix,Win,244.5,Under,Win
Golden State,Portland,2023-12-17 11:15:11,116.424,113.239,229.662,0.589,0.411,118,114,232,Golden State,Golden State,Win,233.5,Under,Win
Chicago,Philadelphia,2023-12-18 11:25:36,110.949,115.415,226.364,0.376,0.624,108,104,212,Philadelphia,Chicago,Loss,228.5,Under,Win
Houston,Cleveland,2023-12-18 11:25:36,109.573,111.748,221.321,0.439,0.561,130,135,265,Cleveland,Cleveland,Win,214.0,Over,Win
Minnesota,Miami,2023-12-18 11:25:36,112.409,110.825,223.233,0.545,0.455,112,108,220,Minnesota,Minnesota,Win,219.0,Over,Win
Detroit,Atlanta,2023-12-18 11:25:37,114.74,119.874,234.614,0.358,0.642,124,130,254,Atlanta,Atlanta,Win,242.5,Under,Loss
Charlotte,Toronto,2023-12-18 11:25:37,112.146,115.83,227.977,0.397,0.603,99,114,213,Toronto,Toronto,Win,226.5,Over,Loss
Memphis,Okla City,2023-12-18 11:25:37,113.032,115.683,228.715,0.426,0.574,97,116,213,Okla City,Okla City,Win,228.5,Over,Loss
Brooklyn,Utah,2023-12-18 11:25:37,116.677,113.899,230.576,0.577,0.423,108,125,233,Brooklyn,Utah,Loss,233.0,Under,Tie
Dallas,Denver,2023-12-18 11:25:37,113.934,115.3,229.233,0.461,0.539,104,130,234,Denver,Denver,Win,238.0,Under,Win
New York,LA Lakers,2023-12-18 11:25:37,114.325,113.46,227.785,0.524,0.476,114,109,223,New York,New York,Win,227.0,Over,Loss
Washington,Sacramento,2023-12-18 11:25:38,116.019,119.472,235.491,0.403,0.597,131,143,274,Sacramento,Sacramento,Win,245.0,Under,Loss
Memphis,New Orleans,2023-12-19 11:15:59,112.019,113.918,225.937,0.446,0.554,115,113,228,New Orleans,Memphis,Loss,232.5,Under,Win
