team_name_1,team_1_pf,team_1_pf_timestamp,team_1_pa,team_1_pa_timestamp,team_name_2,team_2_pf,team_2_pf_timestamp,team_2_pa,team_2_pa_timestamp,team_1_adj_pts,team_2_adj_pts,total_adj_points,team_1_win_percentage,team_2_win_percentage
San Francisco,27.4,2024-02-06 12:10:25,17.8,2024-02-06 12:10:40,Kansas City,25.65,2024-02-06 12:10:25,19.5,2024-02-06 12:10:40,23.115,21.367,44.482,0.549,0.451
